Latitude,Longitude,DepthMeters,Magnitude
38.0949,-81.6421,8800,2.3
41.4637,-77.3686,12300,2.5
37.4576,-82.0371,1100,2.2
37.6113,-82.3794,1100,2.2
37.3509,-81.4627,1500,2.6
37.7561,-82.0194,1400,2.6
37.6582,-81.2424,2000,2.4
37.7332,-82.0084,8400,2.2
40.3929,-74.6308,12200,2.1
42.9844,-75.188,2800,2
38.0329,-81.3248,8400,2.5
40.7638,-76.4982,13600,2.2
37.5886,-82.43,5300,2.2
37.4554,-82.1528,5400,2.1
38.1156,-81.4099,3600,2.1
37.7267,-82.1294,7600,2.8
38.1171,-81.4132,6000,2
40.8314,-76.089,12400,2.1
37.7374,-82.0135,2500,2.5
38.1357,-80.4666,5500,2.6
40.1931,-80.9943,8100,2.8
37.9653,-81.4602,6100,2.3
37.7725,-81.9547,7700,2.4
37.3933,-81.5924,3000,2.1
42.5158,-73.8543,10500,2.1
44.0689,-75.8733,14100,2.1
38.7011,-80.8242,2800,1.2
37.4717,-82.0097,4200,2.7
43.4953,-73.4309,13300,1.6
42.1921,-73.8666,6100,1.3
42.9298,-74.9528,2400,1.9
44.4187,-74.1572,14200,2.1
43.3268,-73.5882,14400,1.6
37.4682,-82.1146,13100,2.4
37.6216,-82.3916,3200,2.5
37.7302,-82.0742,10700,2.6
37.9236,-81.6557,2400,2.9
37.5559,-82.4352,13500,2.6
37.2475,-81.5182,3600,2.7
38.2168,-81.8077,11400,2.6
38.4062,-81.028,11600,2.4
37.8674,-81.3724,6000,2.9
38.0627,-81.6846,14500,2.6
37.9616,-81.41,1600,2.4
38.2188,-81.6114,7800,2.6
37.9088,-81.3166,2300,2.4
37.8979,-81.7709,10700,2.5
37.8694,-81.276,10200,1.7
38.1695,-81.7479,9900,2.5
37.7374,-82.0328,5900,2.8
37.7396,-82.1067,7300,2.9
38.113,-80.506,9800,2.4
38.0981,-81.3723,7400,2.5
38.0679,-81.6799,9600,2.3
38.2521,-81.6279,3400,2.6
37.7331,-82.1481,6500,2.3
38.5094,-80.6281,11300,2.6
38.0437,-81.4707,10800,2
37.757,-82.1574,1600,2.5
38.5259,-80.6093,6400,2.8
37.891,-81.2697,11100,2.3
37.8402,-81.8709,2400,2.3
37.9061,-81.2951,12500,2.6
37.7569,-81.9751,1400,2.7
37.8373,-81.4864,13300,2.7
37.7392,-82.0388,8900,2.5
41.4661,-77.3645,1900,2.7
38.0935,-81.9862,1400,2.8
37.2569,-81.7825,12600,2.2
38.948,-81.889,5000,2.8
38.0083,-80.5439,5200,2.9
37.8952,-81.2603,3900,2.2
45.1545,-74.2278333,9300,2.15
37.9097,-81.2826,12300,2.5
37.7569,-81.9576,14100,2.5
38.0216,-81.4711,2700,2.6
42.9925,-76.3408,12900,2.4
37.922,-81.3372,7500,2.4
37.9042,-81.2973,8200,2.6
37.9038,-81.3463,5200,2.3
38.0235,-81.3958,14000,2.1
37.8013,-82.1259,4100,2
37.8619,-81.8968,13700,2.2
40.1702,-80.9682,2400,2.5
38.1262,-81.4212,3200,2.1
42.6477,-74.3006,11600,2.1
41.0863,-78.3496,12100,2.2
42.5072,-73.8618,14600,2.4
37.8525,-81.7585,8400,2.3
38.0975,-82.0431,5200,2.4
41.4585,-77.3773,8800,2.6
38.0153,-81.4237,2500,2.3
40.7492,-76.4988,11300,2.6
38.2522,-81.8621,20600,2.2
37.9122,-81.2877,3100,2
43.5921,-75.3404,13600,1.7
37.8711,-81.5694,11600,2.5
40.9821,-75.9471,11100,1.7
42.9981,-76.0458,17400,1.9
38.1032,-80.4586,12000,2.5
37.7468,-82.0338,2100,2.5
37.7895,-82.1298,3700,2.1
43.8588,-75.9485,14700,2
37.751,-82.1274,1700,2.3
43.6323,-73.803,14700,2.2
37.2243,-82.1368,13600,2.6
37.7428,-82.0329,7800,2.6
37.8023,-82.0164,2100,2.5
37.3493,-82.149,2100,2.8
38.0924,-81.6619,400,2.9
38.2458,-81.5925,1300,2.5
38.054,-81.6542,7800,2.6
37.7895,-82.1307,3800,2.4
38.1119,-82.0142,2700,2.5
37.8796,-81.6429,14900,2.7
37.2354,-81.744,1000,2.9
38.0648,-81.5097,1200,2.2
37.6606,-82.5596,4500,2.3
38.0884,-81.9769,12300,2.6
40.2167,-80.9966,9700,2.5
37.8206,-81.8599,4700,2.6
38.0857,-81.9677,11300,2.6
38.1157,-81.9782,9400,2.3
38.114,-81.9582,3500,2.8
37.8718,-81.8511,11700,2.3
37.9364,-81.378,15900,2.5
38.0504,-81.6596,9400,2.7
38.6722,-82.21,1200,3.1
43.0033,-76.4011,14700,1.9
43.6428,-73.8208,14400,2.2
44.3552,-74.125,10600,1.6
42.5086,-73.8625,10300,2.1
38.2549,-81.5717,11500,2.4
37.7308,-82.0296,1700,2.4
37.7352,-82.0866,5500,2.6
38.0674,-81.4986,12100,2.5
40.1698,-80.9656,12900,2.3
40.8006,-76.1293,8200,2.4
38.0437,-81.704,5900,2.4
38.1203,-80.4495,8000,2.2
43.9561,-75.8359,13900,1.7
38.3849,-81.0012,14900,2.9
37.8912,-81.4724,21300,2.7
37.7287,-82.0419,5200,2.7
42.4774,-73.8921,1000,2.4
38.0538,-81.666,2900,2.6
37.9164,-81.3583,12300,2.5
38.0858,-81.3926,14300,2.6
38.2771,-81.5998,17100,2.9
38.4988,-80.5656,16700,2.3
37.8174,-81.7797,10800,2.5
37.8322,-81.4802,14100,2.1
38.121,-81.965,6500,2.4
41.1103,-78.3348,10800,1.9
38.1188,-82.039,5400,2.5
37.7511,-82.0461,3200,2.3
39.7725,-79.7833,7700,1.9
37.4134,-82.0147,12400,2.1
38.0008,-81.4432,6100,2.5
40.1796,-80.9342,13900,2.4
40.2494,-75.7027,4600,1.8
41.4693,-77.3721,5700,2.3
38.0369,-81.495,14600,2.4
38.7096,-80.8265,16500,2.3
38.7099,-80.8314,14300,2.7
38.8285,-80.9408,13000,1.9
37.8447,-81.5673,4900,2.4
40.2116,-80.9583,19100,2.4
39.7695,-79.7921,5700,2
40.6383,-78.1414,11700,2.1
40.163,-80.9441,12700,2.5
37.744,-82.0377,10300,2.8
37.666,-82.1755,2600,2.4
37.8134,-82.3088,8900,2.5
37.8255,-82.1351,1300,2.7
38.1152,-81.9661,1700,2.7
37.8952,-81.5934,4700,2.7
38.0021,-81.4393,1700,2.4
37.7111,-82.0313,22100,2.8
42.5081,-73.8546,10900,3.1
38.0733,-82.0011,9000,1.6
37.7425,-82.0543,10900,2.6
38.0226,-81.678,3300,2.7
39.6929,-80.0512,9000,2
43.7442,-75.4441,13700,1.9
41.478,-77.3833,5200,2.7
45.0867,-73.0972,7600,1.9
41.4644,-77.3847,11400,2.2
41.4537,-77.4048,6800,2.7
37.4298,-82.0892,5300,1.8
37.8787,-81.3867,11700,2
43.2765,-75.1154,14500,2
42.5148,-73.8408,10000,2
41.4538,-77.4098,10900,2.2
38.0409,-81.665,10500,2.5
38.1574,-81.9813,11100,2.4
37.411,-81.9797,4100,2.4
38.1241,-81.9924,6400,2.9
38.0963,-82.0283,2700,2.5
37.7564,-82.1644,12000,2.4
38.0918,-81.6627,12000,2.5
41.457,-77.3775,6500,2.6
41.1279,-80.7118,7700,2.1
38.4719,-80.5791,9000,2.2
37.7866,-82.1184,12000,2.4
40.5528,-76.8171,16500,1.7
37.896,-81.2386,4100,2.2
43.7436,-74.0969,15100,1.7
37.6543,-82.1294,3700,1.6
37.8409,-82.1647,4700,2.6
38.0871,-81.3597,4100,2.2
37.7232,-82.0522,8900,2
38.035,-81.6997,10700,2.1
37.8008,-82.1275,3400,2.2
40.6871,-78.4596,6900,2.3
43.744,-74.135,15500,2.9
40.1,-76.4,5000,2.7
41.4683,-77.3619,13000,2.3
40.3976,-78.5318,6600,1.9
42.6489,-74.308,14900,2.2
40.1875,-80.952,13300,2.2
43.64,-73.8222,12200,2.2
37.7607,-81.9598,4400,2.3
37.7211,-82.149,4600,2.6
39.8461,-77.0324,11000,1.5
37.9997,-81.3764,3900,2.7
38.1148,-81.6248,2100,2.6
37.7036,-82.3898,7000,2.7
37.463,-82.0132,9600,2.6
38.0388,-81.6697,1800,2.1
37.8499,-81.8245,2300,2.5
38.0198,-81.44,8900,2.8
37.8368,-81.7305,5000,2.2
38.0986,-81.3731,6700,2.3
37.7381,-82.0217,2800,2.3
37.9549,-81.6244,14700,3
37.7358,-82.1539,6700,2.1
37.9946,-81.4222,6300,2.3
39.5417,-77.0557,6900,1.7
42.5135,-73.8611,10100,2.3
38.0483,-81.4376,5500,3.1
38.0681,-81.6772,9700,2.5
38.1028,-81.4241,13900,2.5
40.2407,-80.9564,7100,2.5
37.8879,-81.6877,8300,2.1
38.0487,-81.7178,1200,2.9
37.9447,-81.578,1400,2.5
37.7717,-82.0659,5200,2.8
37.7331,-82.0091,200,2.5
37.4923,-82.1043,100,2.4
37.8425,-82.1422,500,2.5
38.0069,-81.3841,11500,2.4
37.0077,-81.8689,8300,1.9
38.1113,-81.9647,6100,2.5
38.123,-81.9647,10300,2.5
38.1393,-82.031,6600,2.3
45.1616,-73.6467,21100,2.2
41.4673,-77.3723,13400,2.2
38.0032,-81.436,5500,2.5
42.9118,-74.1227,4900,2
42.5469,-73.9086,13000,2.1
39.8138,-79.9439,14200,2.1
38.1035,-80.4839,10200,2.2
39.4712,-76.6641,6600,2
37.8558,-82.2163,100,2.1
44.2961,-73.5916,17600,2.1
44.7557,-74.464,14600,1.9
41.4564,-77.3768,400,2.6
37.8273,-81.5443,1400,2.5
37.7129,-82.108,1900,2.6
37.9696,-81.4129,100,2.3
38.2922,-80.911,900,2.6
38.1398,-80.4698,900,2.3
41.4383,-77.3351,100,2.2
37.7009,-82.0801,12300,2.9
37.7846,-82.166,7000,1.9
38.1791,-81.8578,5100,1.9
37.7417,-82.1348,500,2.4
38.1324,-82.0824,2900,2
38.0589,-82.036,600,2.3
37.7414,-82.1113,1500,2.4
37.8199,-82.1703,1300,2.3
39.7141,-79.7219,8600,1.8
41.4688,-77.3924,7100,2.5
38.0948,-80.4497,2600,2.4
38.0057,-81.4053,4400,2.3
42.511,-73.8576,15800,1.9
38.0166,-81.4029,3800,2.6
42.5073,-73.8577,16600,2
40.2153,-80.9707,14400,2.5
43.7356,-74.1273,3900,2
37.23,-81.7388,2000,2.4
38.076,-82.1266,100,2.3
37.9088,-81.5952,100,2.5
38.463,-80.646,100,2.6
37.8311,-81.8408,700,2.1
37.4294,-82.0334,600,2.3
37.8438,-82.1526,200,2.3
37.7924,-81.7145,14300,2.7
38.0574,-81.6646,12500,2.8
37.6187,-81.905,4400,2.5
37.7519,-82.0573,6000,2.6
38.1978,-81.5646,10100,2.4
38.0978,-81.4266,2600,2
40.2048,-80.9747,5700,2.5
43.0089,-76.361,16900,1.9
37.2673,-81.6352,600,2.2
37.8807,-81.2604,400,2.2
38.0796,-81.6393,500,2.9
37.8504,-81.5872,2900,2.6
37.7852,-81.9417,7800,2.2
38.0244,-81.49,15500,2.5
37.8162,-81.6237,3900,2.7
37.876,-81.624,4200,2.9
38.0741,-81.727,9400,2.5
37.912,-81.5136,4000,2.5
41.1175,-79.5654,17800,2.3
38.0797,-81.6634,3700,2.6
38.0233,-81.66,4400,2.4
37.6086,-82.4114,4600,2.5
40.1829,-80.9413,13500,2.5
40.1786,-80.9431,9600,2.5
37.8324,-81.5043,8200,2.6
38.2182,-81.5819,5200,2.2
40.3781,-78.7908,1600,2.6
38.2494,-81.5977,14400,2.6
40.1602,-80.9065,10300,2.2
37.9671,-81.3412,3100,2.6
37.7556,-82.1028,2300,2.7
38.1142,-81.3838,6100,2.3
41.4814,-77.3784,7900,2.5
40.146,-76.252,5000,3
44.735,-73.677,100,2.5
37.7411,-82.022,9300,2.6
38.0586,-81.6523,2500,2.7
41.4503,-77.3841,1000,2.6
37.8608,-82.1334,1000,2.3
37.755,-82.0317,400,2.1
39.8388,-79.9471,7700,2.8
44.7762,-74.9811,17700,2
37.7738,-81.8155,6300,1.9
37.7228,-82.0167,1900,2.5
39.5174,-78.9894,10300,2.5
39.7183,-76.1489,4300,1.6
40.1755,-80.9634,16900,2.2
42.9852,-75.2045,12500,2.6
40.8624,-78.2374,11000,2.4
37.9047,-81.2899,5800,2.4
37.7432,-82.0227,2300,2.5
38.3799,-81.0155,13700,2.7
37.8296,-81.8421,11900,2.2
37.7347,-82.0135,2700,2.3
40.875,-78.2142,14900,2.2
40.8814,-78.2233,3100,1.9
44.7496,-74.4683,11100,2
42.5143,-73.8595,12400,2.1
42.511,-73.87,14900,2.1
37.3503,-81.4477,500,2.6
38.0544,-81.9608,100,2.2
41.4555,-77.4061,700,2.2
41.4664,-77.3684,800,2.4
37.3443,-81.9282,700,2.2
38.0693,-81.667,3500,2.8
37.4337,-82.4311,2000,1.8
37.9074,-81.3235,12000,2.4
37.1989,-81.5668,2100,2.4
37.2173,-81.4604,1700,2.5
40.8659,-78.2382,9800,2.3
40.7689,-76.317,6000,1.9
37.7199,-81.9274,3800,2.5
40.6989,-76.2611,7000,1.9
37.7862,-82.0448,200,2.6
38.0812,-81.7047,200,2.5
38.254,-81.5844,14100,2.3
37.4271,-82.0583,14900,2.2
37.7642,-81.7617,3100,2.6
38.2553,-81.5807,3000,2.6
37.8444,-81.8971,15200,2.4
39.5807,-78.8735,14900,2.5
40.21,-79.05,2000,2.6
43.42,-73.541,5000,2.7
40.7284,-76.1233,6000,2
40.8039,-76.2548,3000,2.3
42.9133,-74.0898,5700,1.9
38.1416,-80.4541,3300,2
37.791,-82.0961,4200,2.2
37.4989,-82.133,9800,2.2
37.5982,-82.3929,16600,2.2
38.0379,-81.3647,4000,2.5
41.4587,-77.3684,11400,2.1
37.7116,-81.9438,4300,2.4
38.0239,-80.502,14900,2.4
42.511,-73.8862,10700,2.1
38.0149,-80.5232,3800,1.9
44.323,-74.36,2000,3.2
37.9036,-81.6153,100,2
37.4568,-82.4456,500,2
37.2549,-81.6232,3700,2.1
41.5979,-73.4505,300,1.5
38.4151,-80.5148,12900,2.7
38.052,-81.695,100,2.4
37.7748,-82.074,500,2.6
40.8994,-78.2557,900,2.3
37.8564,-82.1448,500,2.5
38.0976,-81.9849,7800,2.7
37.8144,-81.5398,4300,2.2
37.8279,-81.7934,11400,2.7
37.6259,-82.5056,2700,2.4
38.4711,-80.5609,14300,2.7
38.049,-81.6833,9200,2.7
37.4369,-82.0287,1000,1.8
37.1923,-81.602,2600,2.2
37.889,-81.5532,10400,2.3
38.2417,-81.5835,14900,2.6
37.6151,-81.9529,11100,2.4
37.7521,-81.8393,15500,2.6
37.6942,-82.1009,10100,2.7
38.0962,-81.3603,12500,2.2
38.0945,-82.0695,2200,2.6
38.0775,-81.6352,6800,2.7
37.8627,-81.5466,3600,3
38.0851,-81.9903,10700,2.4
38.1081,-82.0286,8200,2.5
44.2916,-73.5902,14300,2.1
41.0783,-78.4162,6100,2.1
39.5192,-78.9737,5000,2.7
39.718,-79.7061,1500,2
40.461,-77.9123,1100,2.1
37.8206,-81.9943,700,2.7
37.2714,-81.9683,1000,2.1
44.493,-74.066,5000,2.4
45.1088,-74.0078,9900,2.7
43.0043,-76.0495,15500,2
43.3051,-73.6058,14200,2.9
37.6725,-82.509,9000,2
43.0096,-76.3423,13700,2.1
42.5192,-73.8638,11800,2.2
38.0586,-81.6822,14100,2.5
37.8311,-82.0832,5500,2.9
38.1486,-80.4653,6400,2.4
38.0107,-81.2964,11000,2.8
38.0462,-81.3212,7300,2.4
40.4204,-78.5926,2300,1.6
37.8975,-81.26,9600,2.4
38.1213,-81.3253,26200,2.7
44.7115,-73.873,9400,1.63
41.0103333,-80.5433333,2540,3
37.6858,-82.0634,1300,2.8
38.4767,-80.5862,14900,2.5
37.6629,-82.5712,2300,2.1
37.7911,-81.774,8500,2
37.7421,-82.0317,2100,2.4
37.8408,-81.5166,18400,2.6
37.7422,-81.7724,7400,2.1
37.7479,-81.9225,1700,2.5
38.4818,-80.5738,14900,2.6
37.7672,-82.0407,6400,2.6
37.8216,-81.7537,6600,2.5
38.0855,-81.3844,5500,2.2
43.6691667,-74.0811667,5000,1.85
44.7678333,-74.5895,6070,1.65
44.4508333,-74.824,5000,1.93
37.1195,-80.9853333,5740,2.39
42.73,-77.85,3000,2.5
40.251,-75.877,1000,2.7
37.7582,-82.0482,3800,2.5
37.4751,-82.1093,9300,2
37.7507,-81.9874,7900,2
41.007,-73.6993,12000,1.8
41.0883333,-74.2823333,5000,1.2
37.9265,-81.2822,14100,2.4
37.474,-82.1245,2000,1.9
43.2812,-75.1449,10700,2
37.7376,-82.0274,1700,2.4
38.0254,-81.6674,8400,2.2
37.4129,-81.2464,3400,2.4
38.2045,-81.5873,5000,2.6
41.4671,-77.3508,11200,2.7
43.3044,-73.5926,15600,1.9
38.0446,-81.6737,7300,2.6
37.7239,-82.0587,12600,2.9
38.0736,-81.6343,5400,2.7
40.1954,-80.9603,14000,2.5
39.683,-78.17,15000,2.8
41.352,-74.146,5000,2.1
41.022,-74.335,6000,1.5
37.7425,-82.1238,1300,2.4
37.6988,-81.9889,5800,2.9
37.4488,-82.425,2400,2.5
37.2843,-81.6558,31500,2.2
37.971,-81.4594,400,3.4
38.0863,-80.4689,2500,3.5
37.727,-82.0337,4300,3
38.0615,-81.6272,2900,2.4
40.1843,-80.2491,14300,2.4
37.4264,-82.0664,10600,2.7
38.0333,-81.3964,15200,2.1
42.5197,-73.8582,11000,2.2
37.7831,-82.1181,5000,2.6
38.1184,-81.6854,3100,2.9
38.0459,-81.7129,9600,2.6
37.91,-81.3825,11800,2.6
37.4071,-81.9866,5300,2.2
38.1165,-82.0387,10100,1.9
37.9979,-81.4193,8700,2.1
37.3011,-81.8687,2600,2.2
40.1761,-80.6025,9200,2.1
37.8504,-81.8018,11400,2.4
37.7152,-82.1013,14900,2.4
37.8028,-81.5647,11400,2.7
38.0176,-81.4644,8300,2.6
38.3303,-81.0611,10500,2.6
37.8793,-81.614,2700,2.7
38.2004,-81.6073,5300,2.5
37.9575,-81.3195,2400,2.4
40.2251,-79.3527,6000,1.8
37.6759,-82.1346,3100,2.4
40.0941,-79.2731,6200,2.1
42.577,-79.0606667,2920,1.7
37.9017,-81.6507,14000,1.7
37.7625,-81.9259,6500,2.1
42.4942,-73.8793,8700,2
37.2395,-81.4443,3100,2.4
37.7337,-82.0497,10600,2.3
44.3694,-74.1286,12000,2
40.1383,-80.9429,12400,2.3
42.5018,-73.8077,5900,2.1
42.9137,-74.1243,6200,1.7
43.108,-73.8629,16200,1.8
43.1052,-73.8561,15000,1.6
43.6437,-73.8103,16700,2.3
39.7459,-79.7587,9700,1.9
41.4677,-77.3799,10000,2.3
37.8689,-81.6801,1000,2.8
37.3293,-81.9375,200,2.4
37.7617,-82.1772,3700,2.5
38.278,-81.6006,14200,2.7
38.3474,-81.1078,13500,2.7
37.8742,-81.7062,14100,2.5
38.0585,-81.6548,3800,2.8
38.0696,-81.6514,8000,2.9
41.4749,-77.3679,2700,2.5
41.4563,-77.3553,12800,2.5
39.0175,-82.3212,17900,2
39.2736,-77.8056,13300,1.6
37.8621,-81.887,200,2.8
37.8229,-81.7835,600,2.6
37.7631,-82.0004,100,2.7
37.3535,-81.5257,1300,2.4
38.1428,-80.4808,1300,1.7
38.0445,-81.5596,1200,2.5
38.242,-81.5706,400,2.5
38.1043,-81.8739,7400,2.7
37.7373,-82.2364,3900,2.6
38.3481,-81.0627,13300,2.2
37.8792,-81.3145,12900,2.9
37.7559,-82.2574,3400,2.9
37.8177,-81.7448,10200,2.4
37.9821,-81.4342,14200,2.7
37.9721,-81.3687,3900,2.8
37.913,-81.5979,2200,2.9
38.4778,-80.5931,14900,2.6
38.037,-81.6805,11000,2.6
38.2469,-81.6088,4500,2.6
37.7449,-82.0602,1200,2.1
38.0278,-81.7286,11800,2.4
38.0381,-81.4413,5900,2.6
38.0404,-81.4797,12600,2.4
43.8603,-75.959,11600,2.2
37.2264,-81.79,1800,2.5
37.3439,-81.427,1600,2.7
43.5884,-75.343,15400,3.8
40.4763,-78.9038,14900,2.2
39.8449,-79.9427,6100,2
38.0206,-81.4454,5700,2.7
39.2166,-80.2029,3800,2.2
39.8162,-77.2338,4300,1.6
38.1019,-81.3865,7900,2.2
40.582,-75.086,1000,2.1
37.8595,-81.6324,10700,2.2
42.604,-74.119,15000,3.1
44.27,-76.48,5000,2.6
41.99,-80.6,5000,2.8
42.787,-78.205,7000,2.6
43.03,-78.571,6000,2.7
41.336,-74.452,3000,2.3
41.4636,-77.3452,13900,2.4
42.5354,-73.8013,16500,2.2
40.7894,-78.4417,13500,2.3
42.828,-78.248,5000,2.9
40.107,-77.003,1000,0.2
43.255,-78.723,7000,2.3
40.948,-74.392,2000,2.4
42.57,-74.103,9000,2.7
42.572,-74.101,10000,2.4
42.573,-74.096,8000,2.7
42.574,-74.095,7000,2.1
42.634,-74.115,16000,2.8
40.7318,-76.0968,13100,1.7
42.9856,-75.1895,15800,2.4
40.872,-78.2725,12300,2.1
43.0059,-76.4146,15600,2
42.5209,-73.8635,13300,2.1
39.25,-78.0872,15000,3.4
38.0645,-81.5033,5300,2.4
38.0552,-81.4888,9200,2.8
41.4817,-77.3558,12500,2.2
44.0636,-75.8842,14600,2.2
44.241,-73.538,23900,2.4
38.686,-80.815,100,2.6
38.647,-80.872,1100,2.7
38.722,-80.803,5000,2.5
38.623,-80.911,100,2.4
44.794,-74.629,8000,2.5
40.086,-76.974,1500,2.9
40.42,-74.31,5000,2.3
40.5452,-79.072,12900,2.4
37.8937,-81.2832,9200,2.4
40.7688,-79.7286,22800,1.9
44.0226,-75.6724,11300,1.5
38.0169,-80.5445,2300,2.6
42.5082,-73.8629,11900,2.3
44.0594,-75.8822,16700,2.1
37.2483,-81.4738,5600,2.9
44.52,-74.277,8200,2.6
40.092,-74.979,5000,0.4
44.703,-74.382,5000,3
44.702,-74.392,5000,2.3
37.916,-80.215,12900,2.7
42.683,-74.091,18000,2.8
42.688,-74.094,20300,2.7
42.681,-74.094,22900,2.2
42.687,-74.091,22100,2.9
39.4,-81.27,5000,2.8
39.789,-75.016,5000,2.2
38.234,-81.748,5000,2.6
43.0795,-74.1,6400,1.8
41.135,-80.685,5000,2.5
41.125,-80.704,6000,2.2
44.78,-74.62,5000,2.4
41.11,-80.69,3500,2.7
41.122,-80.684,5000,3.7
44.942,-74.663,10000,2.3
43.555,-74.05,5000,2.3
44.308,-75.923,5000,2.7
37.9714,-81.394,4500,2.7
37.5878,-82.0707,6600,2.3
42.9874,-75.18,14900,2.2
37.882,-81.2689,2400,2.2
43.5783,-75.3438,16400,1.6
44.7482,-74.9807,8200,1.2
43.3038,-75.0882,5000,2
38.645,-80.8332,8100,3.4
44.0688,-76.0213,7500,1.7
41.4467,-77.3844,7100,2.7
39.8185,-75.0058333,5240,1.02
42.693,-74.0896667,11920,1.65
41.4815,-80.3641667,5000,2.18
43.64,-78.3958333,5000,2.88
41.0088333,-80.555,5000,2.42
41.0096667,-80.53,5000,2.23
41.009,-80.5316667,5000,2.64
41.0025,-80.5336667,5220,2.1
45.1875,-73.6607,13900,2.3
39.4216,-76.2437,9900,2.6
41.4571,-77.4006,7800,1.3
40.8075,-78.5401,12700,3
40.957,-74.5325,12500,2.5
38.1411,-82.0749,14900,2.5
39.7178,-79.7247,6400,1.7
43.0356,-74.707,2700,2
37.3263,-81.9165,1800,2.6
40.173,-80.9394,17000,2.1
41.088,-78.2998,12100,2.1
37.8446,-81.3658,7600,2.2
42.9611,-75.4762,13200,2.1
40.9082,-79.7063,14000,3.1
43.0316,-74.7098,9000,1.9
43.1573,-78.3593,11500,1.2
38.1049,-81.9259,7200,2.2
42.8535,-76.7805,12100,2.2
43.7431,-75.4198,14800,2.1
41.4567,-77.4065,5200,2.4
42.9205,-74.1337,13300,2.1
38.0437,-81.5174,8200,2
43.1109,-73.8509,5000,1.7
42.5004,-73.8583,16000,2.1
38.1163,-81.3605,10100,2.5
37.991,-81.3894,3700,2.1
37.8362,-81.2905,7000,2.1
40.2037,-76.9915,8700,1.6
38.3158,-81.1459,18300,2.4
41.403,-77.5697,7100,2.7
41.4376,-77.412,2100,2.5
38.8281,-79.7296,4300,1.9
37.7114,-82.3657,7800,3.1
38.0715,-81.5702,1600,2.4
40.9616,-74.545,8300,2.3
42.4868,-73.8713,12100,2.2
42.9287,-74.1317,4700,1.8
37.8819,-81.2178,6700,2.8
41.4639,-77.3709,13300,2.5
41.4155,-75.5505,3200,1.9
41.466,-77.3629,12500,2.4
37.8007,-82.0377,4800,2.6
39.4289,-81.4101,4300,2.8
37.2042,-81.8189,1700,2.7
45.1986,-73.7691,13000,1.9
42.9379,-74.1107,12300,1.6
41.6394,-74.5383,9900,2.3
41.402,-77.4948,9900,2.4
45.1803,-73.6498,11000,1.9
45.2936,-73.4152,3200,1.8
42.7809,-73.5647,14000,2.1
40.7191,-76.4854,4300,2.4
43.0709,-76.4046,14100,1.1
38.1153,-81.9822,9100,2.6
40.4609,-77.8738,15700,2.5
39.7599,-79.7564,6100,2
38.1605,-80.3346,6200,3.2
42.5448,-74.2016,18300,2
37.9388,-81.629,600,3.2
39.0471,-82.1694,20000,2.6
38.1126,-81.9846,12900,2.5
37.8504,-81.1308,13400,2.5
37.8628,-81.7361,6900,2.4
38.1033,-81.9891,7700,2.5
38.4179,-81.0025,2400,3
38.0869,-81.9685,12400,2.5
38.052,-81.6341,7000,2.7
37.6826,-82.5286,10400,2.1
40.0801,-81.0216,9800,2.3
38.0935,-81.9879,12800,2.5
38.0901,-82.0078,10400,2.3
38.1517,-82.0304,7300,2.6
37.4125,-81.96,14900,2.3
40.1531,-80.9257,14700,2.3
38.0931,-81.9493,11700,2.3
38.1088,-82.0771,2800,2.5
41.4556,-77.3942,6800,2.4
38.105,-81.9827,12800,2.3
38.1026,-81.9608,12500,2.2
39.7341,-79.739,4500,1.9
37.193,-80.839,15000,3.2
39.832,-75.66,5000,2.2
38.758,-78.423,3200,2.4
40.8727,-76.096,16200,1.9
38.1046,-81.9929,12900,2.5
38.0895,-82.0076,3700,2.6
41.4405,-77.4068,8600,2.5
41.4521,-77.4039,6100,2.4
40.22,-80.5558,5400,2.3
41.4542,-77.3782,6300,2.5
38.1326,-81.9694,7000,2.3
37.9763,-81.4013,2900,3.1
38.1105,-82.001,4900,2.6
44.75,-73.72,4600,3.3
40.885,-74.069,6600,1.9
44.934,-74.63,12300,2.1
44.0916667,-76.0248333,5000,2.04
41.021,-80.541,15900,2.4
40.4015,-78.5015,2700,1.9
41.4489,-77.3885,5800,2.5
45.0299,-73.0634,8700,2
44.7696,-74.9912,14000,2.1
43.7477,-75.433,5200,2.4
41.4505,-77.3949,4900,2.5
41.4304,-77.4369,6400,2.3
41.44,-77.4124,5500,2.6
38.0824,-81.6279,2800,2.1
38.0988,-82.0313,3800,2.5
41.634,-74.5111,13900,2
43.0839,-74.5531,16300,1.9
42.9238,-74.1319,6000,1.8
38.0872,-82.0278,3400,2.5
39.5625,-76.5334,11200,1.5
38.0828,-81.9803,6600,2.3
44.7777,-74.9795,15600,2
42.9263,-74.1375,10500,1.9
41.4608,-77.3912,9100,2.6
40.2958,-80.6809,4300,2.2
42.9501,-74.1358,5600,1.9
37.4678,-80.321,13400,1.6
40.9623,-74.5317,7000,1.9
41.6295,-74.5213,12100,1.9
44.7766,-74.9764,13400,2.1
40.3751,-74.9142,3000,2
37.4076,-81.9959,5000,2.2
38.0609,-81.4572,400,3.1
41.459,-77.3823,1800,2.7
39.5781,-78.7711,13600,2.2
39.7284,-79.7333,1800,2
38.1023,-81.9894,7900,2.4
38.0874,-82.012,1900,2.1
44.7625,-74.9816,7800,2.2
38.2145,-81.8966,3300,2.5
38.1335,-82.0435,2400,2.2
43.7488,-75.4302,14100,1.8
41.4042,-77.3647,10800,2.5
